,GlaThiDa_ID,POLITICAL_UNIT,GLACIER_NAME,GLACIER_DB,GLACIER_ID,LAT,LON,SURVEY_DATE,ELEVATION_DATE,AREA,MEAN_SLOPE,MEAN_THICKNESS,MEAN_THICKNESS_UNCERTAINTY,MAXIMUM_THICKNESS,MAX_THICKNESS_UNCERTAINTY,SURVEY_METHOD,SURVEY_METHOD_DETAILS,NUMBER_OF_SURVEY_POINTS,NUMBER_OF_SURVEY_PROFILES,TOTAL_LENGTH_OF_SURVEY_PROFILES,INTERPOLATION_METHOD,INVESTIGATOR,SPONSORING_AGENCY,REFERENCES,DATA_FLAG,REMARKS,RGIId,RGI Centroid Distance
376,1989,AT,SCHLADMINGER GLETSCHER,OTH,1100,47.47,13.63,20079999.0,20029999.0,0.794,,45.0,9.0,131.0,13.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",68.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00006,0.09391657147665311 km
377,1990,AT,SCHLATENKEES,OTH,6077,47.1122,12.3839,20019999.0,19989999.0,9.321,,58.0,20.0,197.0,22.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",58.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00135,0.6271783169339978 km
378,1991,AT,SCHMIEDINGERKEES,OTH,5081,47.193452,12.685416,20039999.0,19989999.0,1.367,,19.0,2.0,70.0,7.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",56.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00014,0.3129971316388656 km
379,1992,AT,SCHWARZENBERG,OTH,2017,47.0434,11.113,20089999.0,19979999.0,1.552,,40.0,15.0,107.0,22.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns",3.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00392,0.37141137464382623 km
380,1993,AT,SCHWARZENSTEINKEES,OTH,9073,47.009,11.8512,19999999.0,19999999.0,4.126,,32.0,4.0,94.0,4.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",67.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00415,0.835066847244565 km
381,1994,AT,SCHWARZMILZFERNER,OTH,1800,47.297963,10.296913,20039999.0,20009999.0,0.087,,12.0,9.0,35.0,9.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",25.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00083,13.814359868998732 km
382,1995,AT,SEXEGERTENFERNER,OTH,1401,46.8929,10.7991,20109999.0,19979999.0,2.157,,35.0,9.0,93.0,18.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",15.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00698,0.32319897222283145 km
383,1996,AT,STUBACHER SONNBLICKKEES,OTH,5097,47.135275,12.594354,19989999.0,19989999.0,1.474,,35.0,5.0,142.0,5.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",82.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00080,0.43705530078373994 km
384,1997,AT,SULZENAUFERNER,OTH,3032,46.97392,11.152135,20039999.0,19979999.0,4.501,,49.0,16.0,151.0,20.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",30.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00541,0.051377421386549625 km
385,1998,AT,SULZTALFERNER,OTH,2022,47.000215,11.076637,20019999.0,19979999.0,3.986,,42.0,8.0,131.0,11.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",52.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00487,0.31240336513064476 km
386,1999,AT,TASCHACHFERNER W,OTH,1401,46.8956,10.8546,20039999.0,19979999.0,6.366,,62.0,13.0,153.0,17.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",80.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00687,0.0 km
387,2000,AT,TIEFENBACHFERNER,OTH,2143,46.919188,10.930347,20079999.0,19979999.0,1.109,,42.0,6.0,82.0,13.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",74.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00674,0.27347492318107886 km
388,2001,AT,TISENJOCHFERNER,OTH,2111,46.780164,10.847209,19979999.0,19979999.0,0.24,,10.0,3.0,26.0,3.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns",29.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,"New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II. In Austrian Glacier Inventory II labeled as Niederjochferner, former tributary.",RGI60-11.00996,0.05339711436759483 km
389,2002,AT,UMBALKEES,OTH,6040,47.0567,12.2417,20039999.0,19989999.0,4.729,,46.0,3.0,110.0,7.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",116.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00278,0.2916803803810865 km
390,2003,AT,UNTERSULZBACHKEES,OTH,5123,47.13,12.35,20019999.0,19989999.0,3.723,,94.0,26.0,219.0,28.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",36.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00068,0.43240607431138073 km
391,2004,AT,VERMUNTGLETSCHER,OTH,1200,46.85,10.13,20009999.0,20029999.0,1.843,,20.0,2.0,62.0,6.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",34.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00807,0.329613159370618 km
392,2005,AT,VILTRAGENKEES,OTH,6078,47.12889,12.367558,20109999.0,19989999.0,2.128,,39.0,5.0,129.0,15.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",32.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00110,0.3371611390621824 km
393,2006,AT,VORDERER OELGRUBENFERNER,OTH,1401,46.908456,10.782322,20109999.0,19979999.0,0.48,,28.0,2.0,67.0,14.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",8.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00684,0.19594192641192076 km
394,2007,AT,WAXEGGKEES,OTH,9076,47.0,11.7917,20019999.0,19999999.0,3.346,,30.0,8.0,83.0,10.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",30.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00469,0.04040934588175899 km
395,2008,AT,WEISSSEEFERNER,OTH,7023,46.854846,10.706503,19969999.0,19979999.0,2.697,,31.0,10.0,80.0,11.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",22.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00770,0.4726218207252413 km
396,2009,AT,WINDACHER FERNER,OTH,2037,46.976226,11.105719,20059999.0,19979999.0,0.389,,27.0,4.0,74.0,8.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",25.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,New coordinate introduced.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00584,0.16126007894536076 km
397,2010,AT,VERNAGTFERNER,OTH,2133,46.88,10.82,19999999.0,19979999.0,8.839,,42.0,13.0,134.0,18.0,GPRt,"Narod GPR, 4.0 and 6.5MHz, wave velocity in ice: 0.168m/ns, wave velocity in air: 0.3m/ns, antenna length 15/25m. Narod and Clarke (1994)",56.0,,,OTH,Andrea FISCHER et al.,,"Fischer, Andrea; Span, Norbert; Kuhn, Michael; Helfricht, Kay; Stocker-Waldhuber, Martin; Seiser, Bernd; Massimo, Marius; Butschek, Michael (2015): Ground-penetrating radar (GPR) point measurements of ice thickness in Austria. Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences, doi:10.1594/PANGAEA.849497",,Coordinate from FoG 2015.INTERPOLATION_METHOD: Manual/topo2raster(ArcGIS); Outlines/DEM from Austrian Glacier inventory II,RGI60-11.00719,0.449109132741196 km
398,2093,BO,CHARQUINI SUR,RGI,RGI40-16.00532,-16.3023,-68.1064,20120807.0,20120807.0,0.3097,21.0,22.0,,48.0,10.0,GPRt,"Ice Penetrating RADAR (Blue System Integration Ltd), 10MHz antenna, assuming a constant wave velocity in ice of 0.168 m per ns.",695.0,,,,A. RABATEL and colleagues,"IRD, Univ. Grenoble Alpes, GLACIOCLIM",Internal report from 2012 (Univ. Grenoble Alpes),,,RGI60-16.00532,0.0 km
399,2011,CO,LA CONEJERAS,FOG,2721,4.80506,-75.3715,20140125.0,20140125.0,0.191,26.0,22.0,,53.0,10.0,GPRt,"Ice Penetrating RADAR (Blue System Integration Ltd), 10MHz antenna, assuming a constant wave velocity in ice of 0.168 m per ns.",352.0,,,,"A. RABATEL and J.L. CEBALLOS, M. ZEMP, F. ECHEVERRY","Univ. Grenoble Alpes, IRD, GLACIOCLIM, IDEAM, UZH",Internal report from 2014 by A. Rabatel (Univ. Grenoble Alpes),,,RGI60-16.01355,0.0 km
400,2012,BO,ZONGO,WGI,BO1D22173132,-16.266,-68.148,20120809.0,20069999.0,1.8841,21.0,65.0,,109.0,10.0,GPRt,"Ice Penetrating RADAR (Blue System Integration Ltd), 10MHz antenna, assuming a constant wave velocity in ice of 0.168 m per ns.",1036.0,,,,A. RABATEL and colleagues,"IRD, Univ. Grenoble Alpes, GLACIOCLIM",Réveillet et al. (2015). Internal report from 2012 (Univ. Grenoble Alpes),,"Réveillet, M., A. Rabatel, F. Gillet-Chaulet, A. Soruco. 2015. Simulations of changes in Glaciar Zongo (Bolivia, 16° S) over the 21st century using a 3D full-Stokes model and CMIP5 climate projections. Annals of Glaciology, 56(70), 89-97. doi: 10.3189/2015AoG70A113.",RGI60-16.00541,0.8075419372539183 km
401,2013,CH,BLAUSCHNEE,,,47.25038,9.34301,20110399.0,20109999.0,0.0264,48.0,8.0,1.0,22.0,3.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",2877.0,,,,M. Huss and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.00638,32.43710050724621 km
402,2014,CH,CORVATSCH,,,46.418641,9.825164,20130399.0,20099999.0,0.2257,22.0,17.0,3.0,50.0,7.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",5361.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.01962,0.07748759965254551 km
403,2015,CH,GURSCHEN,,,46.6049,8.61212,20130399.0,20109999.0,0.13572,27.0,15.0,2.0,44.0,7.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",2073.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.01344,0.0 km
